itemid,cameraid,objecttype,color,trajcentroids,largestbbox,itemheadings
9b4ba5b2f6904481902b219055c46e67,scene-0109,human.pedestrian.adult,default_color,"{[0101000080780D31A144399C40F3D4549CDF4392409C6E1283C0CAC13F@2018-08-01 12:31:04.912404+00, 0101000080364C753BD7349C40264DFD82D64A92409C6E1283C0CAC13F@2018-08-01 12:31:06.912404+00]}","STBOX Z((1804.9770958005533,1169.3349547842633,0.13900000000000012),(1806.4832189064578,1170.3813462964797,0.13900000000000012))","{[114.38799999808896@2018-08-01 12:31:04.912404+00, 125.38799999808896@2018-08-01 12:31:06.912404+00]}"
b9e3a361cbae40a1a745aaa62289f764,scene-0109,human.pedestrian.adult,default_color,"{[0101000080BB3844B48A7C9C4072CB10C383D891408095438B6CE7D33F@2018-08-01 12:31:04.912404+00, 0101000080BF5C9C66D5719C405DB9378233DD9140A045B6F3FDD4C83F@2018-08-01 12:31:06.912404+00]}","STBOX Z((1820.2025776448963,1142.2697450433927,0.19399999999999995),(1823.3703466785228,1143.2021621873168,0.31099999999999994))","{[149.0119999993962@2018-08-01 12:31:04.912404+00, 159.01199999939627@2018-08-01 12:31:06.912404+00]}"
8abce6c440734df78d70087fa727d8c8,scene-0109,vehicle.car,default_color,"{[01010000805B4B4C1FFB969C403FE70B59B2629240E851B81E85EBB13F@2018-08-01 12:31:04.912404+00, 01010000803B9BD9B6E9969C400A89510FA662924078E9263108ACCC3F@2018-08-01 12:31:06.912404+00]}","STBOX Z((1827.991522118548,1175.4419919503923,0.06999999999999995),(1831.4819510414318,1177.8943436704672,0.22399999999999998))","{[215.0909999996986@2018-08-01 12:31:04.912404+00, 215.0909999996986@2018-08-01 12:31:06.912404+00]}"
b7fcdb990f1641df9bf3367c32f314f0,scene-0109,human.pedestrian.child,default_color,{[01010000808A1C6DF5AD329C409BBEFCFA034B9240C4F5285C8FC2EF3F@2018-08-01 12:31:04.912404+00]},"STBOX Z((1804.576940461012,1170.6050173661918,0.9925000000000002),(1804.7628226174238,1170.9027568898157,0.9925000000000002))",{[121.97699999822305@2018-08-01 12:31:04.912404+00]}
93870c91c8584fde9756a475df2f8b07,scene-0109,movable_object.pushable_pullable,default_color,"{[010100008046CB2E0B79489C4032EAA957446A9240D478E9263108D83F@2018-08-01 12:31:04.912404+00, 010100008046CB2E0B79489C4032EAA957446A92409CEFA7C64B37D53F@2018-08-01 12:31:06.912404+00]}","STBOX Z((1809.1438851956655,1177.2562496974845,0.3314999999999999),(1811.0925282472454,1179.8772316236964,0.37549999999999994))","{[126.6299999991619@2018-08-01 12:31:04.912404+00, 126.6299999991619@2018-08-01 12:31:06.912404+00]}"
aca6d9661e8b46e3887cf56ce3fa3018,scene-0109,vehicle.truck,default_color,"{[0101000080F8001BA1ACA39C40DA4605CCBB8E924010022B8716D9BEBF@2018-08-01 12:31:04.912404+00, 0101000080C2A2605720A39C40C8EECB17F38F924010022B8716D9BEBF@2018-08-01 12:31:06.912404+00]}","STBOX Z((1829.4835011184023,1183.568475935751,-0.12050000000000005),(1836.2166655188926,1192.102314992993,-0.12050000000000005))","{[126.73599999953086@2018-08-01 12:31:04.912404+00, 126.73599999953086@2018-08-01 12:31:06.912404+00]}"
41a632f5784f456ab7e506b8ea1990d3,scene-0109,vehicle.car,default_color,{[0101000080CF61C2B0952F9C40AA3CBE0E23ED924088EB51B81E85D3BF@2018-08-01 12:31:04.912404+00]},"STBOX Z((1801.5324399919969,1210.7163589457318,-0.30500000000000016),(1806.2599241994776,1211.8521129102949,-0.30500000000000016))",{[193.50900000005035@2018-08-01 12:31:04.912404+00]}
c9cbf83365b14836adfaf606fcaaf317,scene-0109,vehicle.trailer,default_color,"{[0101000080286D0171520F9C404078C8DA4A329240A49BC420B072D83F@2018-08-01 12:31:04.912404+00, 010100008082D13C50A2119C4021F3DC8892349240F6285C8FC2F5E83F@2018-08-01 12:31:06.912404+00]}","STBOX Z((1790.709475511734,1159.344768155102,0.3819999999999999),(1801.5295429023581,1170.3714322773692,0.78))","{[225.5939999996311@2018-08-01 12:31:04.912404+00, 225.5939999996311@2018-08-01 12:31:06.912404+00]}"
a095c2f1d09446df99be9449149a526e,scene-0109,vehicle.truck,default_color,"{[01010000804F5BBBEAF3DE9C403A8BA052752B9240A0EFA7C64B37D53F@2018-08-01 12:31:04.912404+00, 01010000804F5BBBEAF3DE9C403A8BA052752B9240A0EFA7C64B37D53F@2018-08-01 12:31:06.912404+00]}","STBOX Z((1844.54837923095,1158.5907068790016,0.33150000000000013),(1850.9280210060342,1167.1384391409294,0.33150000000000013))","{[126.73599999953086@2018-08-01 12:31:04.912404+00, 126.73599999953086@2018-08-01 12:31:06.912404+00]}"
989c959022ef4b9087a1cd0a7a9a10ea,scene-0109,vehicle.truck,default_color,"{[01010000800AD3D2AF74E99B40AB3DF26969F69240182FDD240681C5BF@2018-08-01 12:31:04.912404+00, 010100008034A8E3626BA89B401E0A07FC661F9340A0C420B07268B1BF@2018-08-01 12:31:06.912404+00]}","STBOX Z((1765.4550944056348,1216.8018965520578,-0.16799999999999993),(1790.7516162111622,1221.0462005665981,-0.06800000000000006))","{[143.90499999996695@2018-08-01 12:31:04.912404+00, 148.904999999967@2018-08-01 12:31:06.912404+00]}"
2663b78a346e409eb7eec912b76b1bd4,scene-0109,human.pedestrian.adult,default_color,"{[01010000804069E17F56309C40755309EA23519240400C022B8716B93F@2018-08-01 12:31:04.912404+00, 0101000080EEB0C2FA6A2B9C40F7E84C7510589240400C022B8716B93F@2018-08-01 12:31:06.912404+00]}","STBOX Z((1802.6451237765084,1172.5797850160861,0.09799999999999986),(1804.293820624372,1173.721359915171,0.09799999999999986))","{[125.38799999808896@2018-08-01 12:31:04.912404+00, 125.38799999808896@2018-08-01 12:31:06.912404+00]}"
f4734dff1b50434fa895666fd38ccce1,scene-0109,vehicle.trailer,default_color,"{[010100008028FD82224C159C40BF1B21DB4D249240706891ED7C3FD53F@2018-08-01 12:31:04.912404+00, 0101000080CE984743FC149C40F24E540E01249240706891ED7C3FD53F@2018-08-01 12:31:06.912404+00]}","STBOX Z((1791.5526776526067,1155.550525318912,0.33199999999999985),(1803.0180231505803,1166.526537130197,0.33199999999999985))","{[223.74999999966462@2018-08-01 12:31:04.912404+00, 223.74999999966462@2018-08-01 12:31:06.912404+00]}"
2ffa95bcb15641dcb138d8c64be6416b,scene-0109,vehicle.car,default_color,{[010100008056C7B631C85D9C40EA50819B943C934000AAF1D24D62A03F@2018-08-01 12:31:04.912404+00]},"STBOX Z((1813.401819299969,1230.0271214658128,0.03200000000000003),(1817.4891849875914,1232.2631274442588,0.03200000000000003))",{[151.31899996241555@2018-08-01 12:31:04.912404+00]}
4149f4a02f754d46951f2fddef276486,scene-0109,movable_object.trafficcone,default_color,{[010100008010FD84A0BA219C4099C2E4CED6519240283108AC1C5AC43F@2018-08-01 12:31:04.912404+00]},"STBOX Z((1800.3280265696744,1172.3410265696746,0.15900000000000003),(1800.5364793468175,1172.5785206531825,0.15900000000000003))",{[131.27399999946329@2018-08-01 12:31:04.912404+00]}
dda3c305f0544682a0e0ded4307c4dae,scene-0109,human.pedestrian.adult,default_color,"{[01010000808A52F44D4B3C9C400E69E387623F9240202FDD240681B53F@2018-08-01 12:31:04.912404+00, 0101000080C6F3E000E0379C405035F5FA6146924058643BDF4F8DC73F@2018-08-01 12:31:06.912404+00]}","STBOX Z((1805.6816202083016,1168.2834792505794,0.08400000000000007),(1807.2810525899322,1169.206055147204,0.18399999999999994))","{[115.38799999808896@2018-08-01 12:31:04.912404+00, 126.38799999808896@2018-08-01 12:31:06.912404+00]}"
9990bf27cad74a18ac08eea7679d61c0,scene-0109,vehicle.truck,default_color,"{[01010000803CACF97BE8AB9C40F8F9092356349140A89BC420B072D83F@2018-08-01 12:31:04.912404+00, 01010000803CACF97BE8AB9C40F8F9092356349140706891ED7C3FD53F@2018-08-01 12:31:06.912404+00]}","STBOX Z((1832.0202740417799,1098.6355504764272,0.33199999999999985),(1837.9337968145767,1103.5326855997023,0.3820000000000001))","{[140.3710000000964@2018-08-01 12:31:04.912404+00, 140.3710000000964@2018-08-01 12:31:06.912404+00]}"
b260103af8834f5e97b8f7fc36c2126c,scene-0109,vehicle.trailer,default_color,"{[0101000080AC3A1E5450079C4051278404AD3B924048E17A14AE47D93F@2018-08-01 12:31:04.912404+00, 0101000080BC92570819079C40752D059A703B924048E17A14AE47D93F@2018-08-01 12:31:06.912404+00]}","STBOX Z((1788.5191203465752,1161.1456396816989,0.395),(1799.0837714234651,1172.6332853993626,0.395))","{[227.39599999986584@2018-08-01 12:31:04.912404+00, 227.39599999986584@2018-08-01 12:31:06.912404+00]}"
d8c6f14518c643a79e18b09eb6e5cf0b,scene-0109,vehicle.truck,default_color,"{[0101000080C62D4EBD74E59C40306681774C379240C0C876BE9F1ABF3F@2018-08-01 12:31:04.912404+00, 010100008066487D9A19E59C40C253FEB681379240701283C0CAA1CD3F@2018-08-01 12:31:06.912404+00]}","STBOX Z((1846.1229730514144,1161.7019811381394,0.12150000000000016),(1852.5160337340617,1169.9993681162057,0.23150000000000004))","{[127.05399999946383@2018-08-01 12:31:04.912404+00, 127.05399999946383@2018-08-01 12:31:06.912404+00]}"
199e856b392349bfb4ea926bc86163d4,scene-0109,human.pedestrian.adult,default_color,"{[01010000809E9E0F26AC339C402886A0F72A4B924060BC74931804A63F@2018-08-01 12:31:04.912404+00, 010100008076428063B62E9C40480B8C49E352924060BC74931804A63F@2018-08-01 12:31:06.912404+00]}","STBOX Z((1803.49885151975,1171.079096511455,0.04299999999999993),(1805.097376362743,1172.434823982984,0.04299999999999993))","{[121.97699999822305@2018-08-01 12:31:04.912404+00, 121.97699999822305@2018-08-01 12:31:06.912404+00]}"
43acf0231db5400eac7b1cf88c59c8f0,scene-0109,movable_object.barrier,default_color,{[0101000080EC51B7E1D67F9B4053519F50F8BE9240726891ED7C3FD53F@2018-08-01 12:31:04.912404+00]},"STBOX Z((1759.7126229341955,1199.6652807655378,0.33199999999999996),(1760.2070678929358,1199.8197093340614,0.33199999999999996))",{[342.6550000001047@2018-08-01 12:31:04.912404+00]}
b32d312805cc47a7845626c4f49839f4,scene-0109,vehicle.car,default_color,"{[01010000809405FB7235CF9C404074FE22FE679240E0D022DBF97EBA3F@2018-08-01 12:31:04.912404+00, 01010000803A23A28B21CF9C40E1B6B6A0706892404039B4C876BE8FBF@2018-08-01 12:31:06.912404+00]}","STBOX Z((1842.8517778159223,1176.1784074063903,-0.015499999999999958),(1844.7526150410868,1179.9883900816642,0.10349999999999993))","{[64.47333333320762@2018-08-01 12:31:04.912404+00, 61.13999999987425@2018-08-01 12:31:06.912404+00]}"
8ea6eae988a14096ace6c57cfc0a3e06,scene-0109,human.pedestrian.adult,default_color,"{[01010000807351637F72349C4037E81F6D3F4E924088E9263108ACBC3F@2018-08-01 12:31:04.912404+00, 010100008093E9D081422F9C406ECA1826AD55924080E9263108ACBC3F@2018-08-01 12:31:06.912404+00]}","STBOX Z((1803.5995984761735,1171.8503583925763,0.1120000000000001),(1805.3322310998867,1173.126869082782,0.11200000000000021))","{[127.38799999808896@2018-08-01 12:31:04.912404+00, 126.38799999808896@2018-08-01 12:31:06.912404+00]}"
bb95db3c5a8747e382fb0dad51bb7a7e,scene-0109,movable_object.trafficcone,default_color,{[0101000080446F0302FE249C40E70C917351549240D022DBF97E6ACC3F@2018-08-01 12:31:04.912404+00]},"STBOX Z((1801.146796640095,1172.9641774083502,0.22199999999999998),(1801.3493124710537,1173.1949074198596,0.22199999999999998))",{[131.27399999946329@2018-08-01 12:31:04.912404+00]}
4bb4e6d2690b444dbc9bb15e4a411cc4,scene-0109,vehicle.trailer,default_color,"{[0101000080B42DBC1DB8659C407D5B77B95E579140A0EFA7C64B37D53F@2018-08-01 12:31:04.912404+00, 0101000080B42DBC1DB8659C407D5B77B95E579140A0EFA7C64B37D53F@2018-08-01 12:31:06.912404+00]}","STBOX Z((1812.6700094833611,1102.8672649048654,0.33150000000000013),(1822.1895923772374,1116.81774384025,0.33150000000000013))","{[124.30899999929687@2018-08-01 12:31:04.912404+00, 124.30899999929687@2018-08-01 12:31:06.912404+00]}"
12484f3815f343ca830d9738512def27,scene-0109,movable_object.trafficcone,default_color,{[01010000806969DD6136189C40A930D7C1BC6C92402C8716D9CEF7C33F@2018-08-01 12:31:04.912404+00]},"STBOX Z((1797.9516592317857,1179.0454367989903,0.15600000000000003),(1798.1545561680684,1179.3232295873183,0.15600000000000003))",{[306.1439999997987@2018-08-01 12:31:04.912404+00]}
d615841aff4442d4aac28e55c8e9b55b,scene-0109,vehicle.truck,default_color,{[010100008004F5AAC66A8D9C404A3706185FAF92408816D9CEF753CB3F@2018-08-01 12:31:04.912404+00]},"STBOX Z((1825.2202727130973,1192.7817977908662,0.21350000000000002),(1829.4882742519385,1198.9039323748532,0.21350000000000002))",{[124.88199999973182@2018-08-01 12:31:04.912404+00]}
b27b1dddea0d4253a7efa4599eb50a84,scene-0109,movable_object.barrier,default_color,{[01010000805839853FC9809B40B300D3FEE4D6924038894160E5D0DE3F@2018-08-01 12:31:04.912404+00]},"STBOX Z((1759.9409699526732,1205.7017055053113,0.48150000000000004),(1760.452092794567,1205.745551149271,0.48150000000000004))",{[4.903000000079544@2018-08-01 12:31:04.912404+00]}
005d5bcf79ca443b9b4499cf0b5da17a,scene-0109,human.pedestrian.adult,default_color,"{[01010000801695672F0D379C40A678ADD598499240040000000000C03F@2018-08-01 12:31:04.912404+00, 0101000080D5CBF7777C329C405BBF3BB45D509240000000000000C03F@2018-08-01 12:31:06.912404+00]}","STBOX Z((1804.4116238570546,1170.7036560484598,0.125),(1805.9597131350777,1171.7959800487547,0.1250000000000001))","{[122.88799999808896@2018-08-01 12:31:04.912404+00, 125.38799999808896@2018-08-01 12:31:06.912404+00]}"
168ab6da21144274b56d9eb4686fde42,scene-0109,movable_object.trafficcone,default_color,{[01010000808A6606A6510F9C40B26D5F55D975924018D9CEF753E3D13F@2018-08-01 12:31:04.912404+00]},"STBOX Z((1795.6771774918718,1181.2934721777847,0.2795000000000001),(1795.9822923033717,1181.6310072897413,0.2795000000000001))",{[312.11199999889374@2018-08-01 12:31:04.912404+00]}
877f5ab5d38e43149b0831f9b1549a12,scene-0109,movable_object.trafficcone,default_color,{[0101000080FCE943926E209C403036D073F6639240FCA9F1D24D62C03F@2018-08-01 12:31:04.912404+00]},"STBOX Z((1799.995619756165,1176.836840335873,0.128),(1800.2203399094317,1177.1445119996897,0.128))",{[306.1439999997987@2018-08-01 12:31:04.912404+00]}
c32eb889a4b046fb9358af528309daa7,scene-0109,vehicle.trailer,default_color,{[0101000080988B09857EFC9B40D025754F4544924082C0CAA145B6EB3F@2018-08-01 12:31:04.912404+00]},"STBOX Z((1785.443456916818,1162.8914917917707,0.8659999999999999),(1796.8036518271267,1175.2438800466707,0.8659999999999999))",{[227.39599999986584@2018-08-01 12:31:04.912404+00]}
03dbe7841284482a8c978564da04fe47,scene-0109,movable_object.trafficcone,default_color,{[0101000080B414342A39289C403E20E84E595A9240ACF1D24D6210C03F@2018-08-01 12:31:04.912404+00]},"STBOX Z((1801.9635187461754,1174.460835499887,0.12550000000000006),(1802.1481313655256,1174.7135946357785,0.12550000000000006))",{[306.1439999997987@2018-08-01 12:31:04.912404+00]}
ea48b23862e248d4b4add59dcaf755a0,scene-0109,vehicle.truck,default_color,{[010100008050642CF7F26B9C40CC33778A5A0D9340886CE7FBA9F1CA3F@2018-08-01 12:31:04.912404+00]},"STBOX Z((1817.4295447482705,1217.1927391882903,0.2104999999999999),(1820.544997285159,1221.4840984706616,0.2104999999999999))",{[234.0209999998213@2018-08-01 12:31:04.912404+00]}
2afb3ef3d15344d08934d303e0904ff4,scene-0109,vehicle.car,default_color,{[01010000805F682C5B2CB99C40F8013482102E9240726891ED7C3FD53F@2018-08-01 12:31:06.912404+00]},"STBOX Z((1836.8472274771739,1162.7050789026348,0.33199999999999996),(1839.739405621181,1164.3271644686045,0.33199999999999996))",{[209.2859999995308@2018-08-01 12:31:06.912404+00]}
a280c5a2a6fd4e32a7e48aa4c1d35fca,scene-0109,vehicle.car,default_color,{[01010000809A7DC4886ADD9C40D633D37E019B924040DF4F8D976E92BF@2018-08-01 12:31:06.912404+00]},"STBOX Z((1846.3382727873886,1188.8146611076575,-0.018000000000000016),(1848.369801916145,1192.6882596153778,-0.018000000000000016))",{[62.32499994803214@2018-08-01 12:31:06.912404+00]}
0bf85540a6494be69767e41c0c02cefe,scene-0109,vehicle.car,default_color,{[010100008058475065E6BE9C40DED490FF612392405C643BDF4F8DCF3F@2018-08-01 12:31:06.912404+00]},"STBOX Z((1838.3390730822414,1159.9773246400655,0.24650000000000005),(1841.1109186290978,1161.7140782968552,0.24650000000000005))",{[212.0699999996654@2018-08-01 12:31:06.912404+00]}
5b8bfc563d7c4804b75c35ae413cae29,scene-0109,vehicle.car,default_color,{[0101000080CA76812E5FE59C400683EE1F5C949240806CE7FBA9F192BF@2018-08-01 12:31:06.912404+00]},"STBOX Z((1848.3326261146306,1187.3621790585053,-0.01849999999999996),(1850.3532755708463,1190.8177520609313,-0.01849999999999996))",{[59.68299999989108@2018-08-01 12:31:06.912404+00]}
a9c905a8d8a741c6a1f201de4e6fa08d,scene-0109,human.pedestrian.adult,default_color,{[010100008075AD142C3AAB9C4010F5DFD4522692405C8FC2F5285CC73F@2018-08-01 12:31:06.912404+00]},"STBOX Z((1834.6764697142764,1161.3859492177542,0.1825),(1834.9371478453224,1161.7758311383332,0.1825))",{[303.7669999988936@2018-08-01 12:31:06.912404+00]}
a54642b7d3274763bd7d5cb98416f3c0,scene-0109,vehicle.car,default_color,{[0101000080324F1AE52E159D4065F6ADBE89689240F0A7C64B3789B1BF@2018-08-01 12:31:06.912404+00]},"STBOX Z((1860.3183005556068,1176.2044296011893,-0.0685),(1862.2732911098205,1180.0646032932575,-0.0685))",{[243.13999999987422@2018-08-01 12:31:06.912404+00]}
60b64d9befd543c2a899ef5b333c4e37,scene-0109,vehicle.car,default_color,{[0101000080C65F921340C99C401F755C8E6F1692409C9999999999D53F@2018-08-01 12:31:06.912404+00]},"STBOX Z((1840.5068353993101,1156.6051179515125,0.33750000000000013),(1844.1183139214743,1158.6127650529593,0.33750000000000013))",{[29.069999999665413@2018-08-01 12:31:06.912404+00]}
98f918cd14e949b099492ef8c92d6aa7,scene-0109,vehicle.car,default_color,{[01010000808F62D32D1EAF9C40C4F443761F3B9240901804560E2DC23F@2018-08-01 12:31:06.912404+00]},"STBOX Z((1834.3297700619867,1165.6419280922305,0.1419999999999999),(1837.229173310531,1167.919521076574,0.1419999999999999))",{[38.15099999953088@2018-08-01 12:31:06.912404+00]}
83f62ad610d14ebca283557387af2a96,scene-0109,human.pedestrian.adult,default_color,{[0101000080BA54355ACED99C403430C12F82EC9140E0F97E6ABC74A3BF@2018-08-01 12:31:06.912404+00]},"STBOX Z((1846.1792159450024,1146.8863346837018,-0.038000000000000034),(1846.7238160398922,1147.3679359053008,-0.038000000000000034))",{[221.48699999902033@2018-08-01 12:31:06.912404+00]}
f6b22f9d48784bb7b29c865b2b897bbc,scene-0109,vehicle.trailer,default_color,{[010100008067057CDDA15A9C402E030399A5519140408B6CE7FBA9B1BF@2018-08-01 12:31:06.912404+00]},"STBOX Z((1810.4233253942516,1102.205905135264,-0.06899999999999995),(1818.8928175230567,1114.6175278768762,-0.06899999999999995))",{[124.30899999929687@2018-08-01 12:31:06.912404+00]}
48e98461ecc14cb2b6a121df22823032,scene-0109,vehicle.trailer,default_color,{[0101000080A3BE7AC7C4319C4087CCE4CCE7099140663BDF4F8D97F53F@2018-08-01 12:31:06.912404+00]},"STBOX Z((1801.2666354703829,1088.0796071357054,1.3495000000000004),(1807.6176989372052,1092.8731279545186,1.3495000000000004))",{[322.9560000000544@2018-08-01 12:31:06.912404+00]}
292c81b9007042489d0fc5a970991770,scene-0109,vehicle.bus.rigid,default_color,{[010100008040AD8ED6A9D29C4015C21B8CEFA0924070BE9F1A2FDDB43F@2018-08-01 12:31:06.912404+00]},"STBOX Z((1843.040845919709,1189.0878213000792,0.0814999999999999),(1846.2908691478194,1195.380044517412,0.0814999999999999))",{[62.682999999891024@2018-08-01 12:31:06.912404+00]}
7058700624334ee5bc02f27e8828ae50,scene-0109,vehicle.car,default_color,{[01010000803BB2B723A9C69C406ECD6288E61892406ABC74931804D23F@2018-08-01 12:31:06.912404+00]},"STBOX Z((1839.8520524256853,1157.2771310220623,0.2815),(1843.478298202697,1159.1731282701364,0.2815))",{[207.6029999996815@2018-08-01 12:31:06.912404+00]}
673c4ca0a6b94f13b9e7e263cf670101,scene-0109,vehicle.truck,default_color,{[0101000080C125C21B89399C40CC69002A551A914038B4C876BE9FE23F@2018-08-01 12:31:06.912404+00]},"STBOX Z((1803.5038651659565,1093.2961953557779,0.5819999999999999),(1809.2639247387415,1095.8701407161086,0.5819999999999999))",{[155.92199999912418@2018-08-01 12:31:06.912404+00]}
a9f9c552724a4e5e9b7155b5b1a243c7,scene-0110,vehicle.car,default_color,{[01010000805C105A95D7899E40469095FBC9228F4050B81E85EB51D83F@2018-08-01 12:31:30.412418+00]},"STBOX Z((1952.380087116121,995.1036525545013,0.3799999999999999),(1956.5409742227778,997.5935962256831,0.3799999999999999))",{[149.1029999989271@2018-08-01 12:31:30.412418+00]}
05a4022cb7c0479584b7f9e77f2d8283,scene-0110,vehicle.car,default_color,{[01010000809AD99B6765B89E400E694AF898158F400CD7A3703D0AC73F@2018-08-01 12:31:30.412418+00]},"STBOX Z((1964.2400370208504,993.1479788840802,0.18000000000000005),(1967.9580190764782,996.2514057696425,0.18000000000000005))",{[39.85199999721698@2018-08-01 12:31:30.412418+00]}
d549245b188445f49a5772109c0255cc,scene-0110,human.pedestrian.adult,default_color,{[0101000080CEE2C08E30629E408E1170BC825E904000A9F1D24D6260BF@2018-08-01 12:31:30.412418+00]},"STBOX Z((1944.1655948170057,1047.3213712647753,-0.0019999999999998908),(1944.9292443054671,1047.9339726513006,-0.0019999999999998908))",{[321.2633333353345@2018-08-01 12:31:30.412418+00]}
42dda9142db241139a0186cdcb196f90,scene-0110,vehicle.car,default_color,{[0101000080B1B46546C1669F400532F69FF7948E4040355EBA490CE03F@2018-08-01 12:31:30.412418+00]},"STBOX Z((2008.8097645564808,976.9184273286609,0.5015000000000001),(2010.5677256572062,980.3233938143015,0.5015000000000001))",{[62.69300000521366@2018-08-01 12:31:30.412418+00]}
b7579336cbe940a793c123b3d527ea45,scene-0110,vehicle.car,default_color,{[0101000080FA019616A7CD9E40B249156776469040000000000000DC3F@2018-08-01 12:31:30.412418+00]},"STBOX Z((1970.1933731824436,1039.7667588680815,0.4375),(1972.6329710098144,1043.464496343983,0.4375))",{[56.585000003185314@2018-08-01 12:31:30.412418+00]}
b1742f145caf44e7a3d964ac862a2e85,scene-0110,vehicle.truck,default_color,{[0101000080904EE63427089F40E2267B836E3F9040F27C3F355EBAE53F@2018-08-01 12:31:30.412418+00]},"STBOX Z((1980.6759041877863,1036.5075246968481,0.6790000000000005),(1991.4006712794092,1043.2083221740477,0.6790000000000005))",{[148.00299999993297@2018-08-01 12:31:30.412418+00]}
5c27db0b9efc4f0b884b8d644aa41688,scene-0110,vehicle.trailer,default_color,{[01010000803269385D89FE9E4028D2A4FA20339040D04B37894160CD3F@2018-08-01 12:31:30.412418+00]},"STBOX Z((1976.5344993181052,1032.5487923922012,0.22950000000000026),(1990.7337900217624,1041.0156198684779,0.22950000000000026))",{[149.19299999825648@2018-08-01 12:31:30.412418+00]}
ee25390d283640b998c8b955fbbbfef1,scene-0110,vehicle.trailer,default_color,{[01010000803EE670F2350C9F40C24E06875F4E9040283108AC1C5AD43F@2018-08-01 12:31:30.412418+00]},"STBOX Z((1982.8291386533817,1040.9888461385735,0.31800000000000006),(1991.2762266497584,1046.1977308926707,0.31800000000000006))",{[148.3400000073757@2018-08-01 12:31:30.412418+00]}
b0f346ede7a04edd9f96778a83939f32,scene-0110,vehicle.car,default_color,{[0101000080AB37E46050E19E4008DC22CE9E5B9040F5285C8FC2F5E03F@2018-08-01 12:31:30.412418+00]},"STBOX Z((1974.339274700278,1045.90939030043,0.5299999999999999),(1978.317714523007,1047.9007761437372,0.5299999999999999))",{[333.4100000011741@2018-08-01 12:31:30.412418+00]}
655052a9f84548c696cbd228409ae4f0,scene-0110,vehicle.car,default_color,{[0101000080D6E20A29EA409E4027604487325A8F40F3D24D621058E73F@2018-08-01 12:31:30.412418+00]},"STBOX Z((1934.7413116942341,1002.3525772986884,0.7295000000000001),(1937.7160326853718,1004.1967668293182,0.7295000000000001))",{[148.20300000211205@2018-08-01 12:31:30.412418+00]}
8ca0d443bdc44420afb63814c7c6fa92,scene-0110,human.pedestrian.adult,default_color,{[010100008054B9FEF924849E408A2CF62B444B9040202FDD240681953F@2018-08-01 12:31:30.412418+00]},"STBOX Z((1952.657197867865,1042.579435450886,0.02100000000000002),(1953.4150219427383,1043.0537124496352,0.02100000000000002))",{[327.96000000158193@2018-08-01 12:31:30.412418+00]}
6b538b6f93cb48d8a9a5075cca83f2f1,scene-0110,vehicle.car,default_color,{[01010000800855A6120E489E40775931EFBF6A8F40676666666666E63F@2018-08-01 12:31:30.412418+00]},"STBOX Z((1936.4638069179152,1004.197034863014,0.7000000000000001),(1939.563679118271,1006.4904010224969,0.7000000000000001))",{[143.50500000150862@2018-08-01 12:31:30.412418+00]}
6a995dfc57484dd6a110b17df43451bc,scene-0110,vehicle.construction,default_color,{[010100008088AA0B4B00399E40D2B0BCAC7EA19040E0F5285C8FC2A53F@2018-08-01 12:31:30.412418+00]},"STBOX Z((1931.4793986328827,1063.3087297968457,0.042500000000000204),(1937.021173919385,1065.438681832435,0.042500000000000204))",{[158.97600001092985@2018-08-01 12:31:30.412418+00]}
b3fbe9d09d854e978b427c386fc4b3cd,scene-0110,vehicle.truck,default_color,{[0101000080F0F68DC991F39E404F7E03494F5E9040B0726891ED7CDF3F@2018-08-01 12:31:30.412418+00]},"STBOX Z((1979.340432400616,1046.5404551226884,0.492),(1982.4443084635598,1048.6143988022236,0.492))",{[146.25000000603467@2018-08-01 12:31:30.412418+00]}
39349f3383bd4814ad74a3aed9a7fccd,scene-0110,human.pedestrian.adult,default_color,{[0101000080B204FCDA875B9E4052C37064215F9040BC490C022B87C63F@2018-08-01 12:31:30.412418+00]},"STBOX Z((1942.84863379814,1047.5314052167853,0.17600000000000005),(1942.9167087955998,1048.0338142082662,0.17600000000000005))",{[82.28357808972015@2018-08-01 12:31:30.412418+00]}
96370b435b444768b9f4979b7033a61d,scene-0110,vehicle.car,default_color,{[010100008036D39B8874D29E406F06737D7D10904000DF4F8D976E723F@2018-08-01 12:31:30.412418+00]},"STBOX Z((1970.1785247444077,1026.559008367746,0.0044999999999999485),(1975.0490799971965,1029.6860893595865,0.0044999999999999485))",{[147.29799999341606@2018-08-01 12:31:30.412418+00]}
c2cdfd4281744a6d8953c68254a7f979,scene-0110,vehicle.car,default_color,{[01010000809157FEB40B739E40D8CC9B98F5958F40BF9F1A2FDD24EC3F@2018-08-01 12:31:30.412418+00]},"STBOX Z((1947.1872108056384,1009.3339551830147,0.8795000000000001),(1950.3356544403612,1012.1558847850732,0.8795000000000001))",{[221.86966666877862@2018-08-01 12:31:30.412418+00]}
4ca1f38088c74e60b65d871d99cce3df,scene-0110,vehicle.car,default_color,{[0101000080201B60B30CE39E40FA993659C1778F4000AAF1D24D6270BF@2018-08-01 12:31:30.412418+00]},"STBOX Z((1975.218667693689,1005.1135320280436,-0.0040000000000000036),(1978.306138332113,1008.8252848561384,-0.0040000000000000036))",{[50.24599999835732@2018-08-01 12:31:30.412418+00]}
