cameraid,frameid,framenum,filename,cameratranslation,camerarotation,cameraintrinsic,egotranslation,egorotation,timestamp,cameraheading,egoheading
scene-0821,61481cdc4b8844489f9262008e696a81,1,samples/CAM_FRONT/n008-2018-09-18-15-26-58-0400__CAM_FRONT__1537299508362404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080AAB85C6360819C40C3D56811B93D92400000000000000000,"{-0.46554416,5.7207322e-05,-0.009994278,-0.8849682}",2018-09-18 12:38:28.362404+00,35.09868,34.51078
scene-0284,16a3b4c27e54405f96776b6e886b0974,1,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535728830362404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008098A846F29D3E9E40DAFFE55331FA8A400000000000000000,"{-0.5394156,-0.0061740386,-0.0006801328,-0.84201676}",2018-08-31 08:20:30.362404+00,25.296993,24.709095
scene-0284,484f82c70e3a4249bac487497d1e8826,2,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535728832362404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080FC91B8D8A7269E408E5365DA142C8B400000000000000000,"{-0.25925666,0.0015942379,-0.0066967,-0.96578395}",2018-08-31 08:20:32.362404+00,60.535404,59.947506
scene-0284,26608d04b8bb40a1bcf703baf447e8f2,3,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535728832912404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080D2F02B96601B9E407D3CF1DD20378B400000000000000000,"{-0.17891787,0.0012901247,-0.0047740648,-0.9838516}",2018-08-31 08:20:32.912404+00,69.97394,69.38604
scene-0254,646769caded14e358a9af53ea29e1829,1,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533582457612404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000801B982DEFA025A04049D09DAECDAE88400000000000000000,"{0.012449613,-0.00044502196,0.016816374,-0.999781}",2018-08-06 12:07:37.612404+00,92.0135,91.4256
scene-0254,425b0b07df1c4f1ea7a3843b82f6943c,2,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533582458612404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000805DFD5E129C15A04099E24323DAAD88400000000000000000,"{0.008965053,0.0010791784,0.011441209,-0.9998938}",2018-08-06 12:07:38.612404+00,91.61658,91.02868
scene-0254,ecb08abc68cf470ebf7587d13d5a3517,3,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533582462112404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080FAC13E2B7BB79F40394C692827A988400000000000000000,"{0.017927693,-0.0033693647,0.0069285417,-0.9998096}",2018-08-06 12:07:42.112404+00,92.63968,92.05179
scene-0254,e051e0caa3fa43a98ab17179fa9b05fa,4,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533582463112404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080A461C0EFE0959F40D10C2D8C04A788400000000000000000,"{0.01971565,0.0013294359,0.0039795404,-0.9997968}",2018-08-06 12:07:43.112404+00,92.847885,92.25999
scene-0254,71b0830f0f4a4a4491468e889745261d,5,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533582464112404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080B884A6C01E749F40638965C438A588400000000000000000,"{0.01578287,-0.0055115847,0.008730564,-0.99982214}",2018-08-06 12:07:44.112404+00,92.39106,91.80316
scene-0254,71533e0fb24042f59fb0781940be54be,6,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533582464612404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000804D73D81F38639F40036D16368BA488400000000000000000,"{0.013490143,-0.0018380077,0.012876812,-0.9998244}",2018-08-06 12:07:44.612404+00,92.13097,91.543076
scene-0703,5eb22d624dd44f16a781a6f371c457be,1,samples/CAM_FRONT/n008-2018-08-29-16-04-13-0400__CAM_FRONT__1535573227912412.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008024032119B7D396408202FB6931848C400000000000000000,"{0.38306123,0.015838044,0.009876153,0.92353433}",2018-08-29 13:07:07.912412+00,45.539204,44.951305
scene-0703,bca0fd2c75764373a1b2ed3e6161bfb8,2,samples/CAM_FRONT/n008-2018-08-29-16-04-13-0400__CAM_FRONT__1535573228412404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000800B8B55A475D19640B4CE725FBD888C400000000000000000,"{0.37346157,0.016218958,0.009404182,0.9274562}",2018-08-29 13:07:08.412404+00,46.726936,46.13904
scene-0703,f32960757118426dbb57827a04a0517a,3,samples/CAM_FRONT/n008-2018-08-29-16-04-13-0400__CAM_FRONT__1535573228912404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080AA837A6317CE96408549A6FB218F8C400000000000000000,"{0.3574092,0.016377253,0.010914531,0.9337405}",2018-08-29 13:07:08.912404+00,48.70661,48.118713
scene-0703,17ab13bf47a04cc78996dd3ce106600a,4,samples/CAM_FRONT/n008-2018-08-29-16-04-13-0400__CAM_FRONT__1535573229412404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008040D070FB92C99640D194069321978C400000000000000000,"{0.34625116,0.016607318,0.010372957,0.9379375}",2018-08-29 13:07:09.412404+00,50.072155,49.48426
scene-0264,016ed2722f1746658a5dd34aa0e697ef,1,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533583366012404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000806F4B4150B3F9A040F2C023CA0E5A8B400000000000000000,"{0.9998317,-0.015592597,-0.00091762515,0.009626035}",2018-08-06 12:22:46.012404+00,-88.31079,-88.89869
scene-0109,3f472859d312463f871b048adc51f8a3,1,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151853412404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000800249FAFC78769B400BC4F2B4570E93400000000000000000,"{-0.91728455,3.8718656e-05,-0.0014586003,0.39822972}",2018-08-01 12:30:53.412404+00,-136.34735,-136.93524
scene-0109,4991dd70669b44abbf1fa22f91f8023e,2,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151864912404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008013638EEA573E9C40483292A9896092400000000000000000,"{-0.8888897,-0.0064765215,0.008941589,0.4579883}",2018-08-01 12:31:04.912404+00,-143.92836,-144.51627
scene-0109,9154aaa96a944789ac83ef08a2fd0a7a,3,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151866912404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080A264915B41609C406AB07F9E662F92400000000000000000,"{0.8915709,-0.005651411,-0.0052394797,-0.45281553}",2018-08-01 12:31:06.912404+00,-143.26457,-143.85246
scene-0321,6078eb20a6e2434eacab0fd938173a91,1,samples/CAM_FRONT/n008-2018-08-28-16-16-48-0400__CAM_FRONT__1535487888262404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080BCF1592A678492402C29F354B2BB91400000000000000000,"{0.30253905,0.013389012,0.0117680235,0.95297027}",2018-08-28 13:24:48.262404+00,55.37519,54.787292
scene-0321,bf4d71b304504422a8695b615d6df218,2,samples/CAM_FRONT/n008-2018-08-28-16-16-48-0400__CAM_FRONT__1535487888762404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000805DE6AC2C6784924094E34057B2BB91400000000000000000,"{0.30253437,0.013417609,0.011750724,0.9529716}",2018-08-28 13:24:48.762404+00,55.375717,54.78782
scene-0098,1a62675cb032418cb6184b12dd2180a7,1,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151379662404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080CC6567554BC38F40C0468FE5309D93400000000000000000,"{0.27915147,0.0043941145,0.003923106,0.96022904}",2018-08-01 12:22:59.662404+00,58.16973,57.581833
scene-0098,0ce3309f15154580b8267ad3304d622c,2,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151380162404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008020091456619E8F40B12C9F7D2AA993400000000000000000,"{0.27733466,0.0037343795,0.002849056,0.9607619}",2018-08-01 12:23:00.162404+00,58.386,57.798103
scene-0098,f2c5f57a78ea4eccb7dfeacad909fcb1,3,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151380762404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080C427F31692718F40F462937B94B793400000000000000000,"{0.27484316,0.0011897786,0.0029814877,0.9614837}",2018-08-01 12:23:00.762404+00,58.682964,58.095066
scene-0456,8fc2fe8ecb654134a6ad50870ed9553b,1,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287358412404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000803970B6CCAC83A340FBF7D0C4D48D8B400000000000000000,"{0.9974022,-0.0034430102,-0.001754659,-0.07193005}",2018-09-18 09:15:58.412404+00,-97.662476,-98.250374
scene-0445,2bbbc684f84540149a87c1251adf3467,1,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287044512476.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080D48872743BE79D401CB4076673308B400000000000000000,"{0.99976915,-0.015181594,0.0028145225,0.014942625}",2018-09-18 09:10:44.512476+00,-87.69502,-88.28292
scene-0445,d7d7cda564de448790770924d122e76c,2,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287045012404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008037008B7564F79D4064429A9F3D318B400000000000000000,"{0.99972576,-0.01771958,0.003638558,0.014873095}",2018-09-18 09:10:45.012404+00,-87.700554,-88.28845
scene-0445,9624f778d87a4ea1beb159bae4ea877e,3,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287047012404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080EAA5BECA61379E40CEB9D76D2D348B400000000000000000,"{0.9998638,-0.009815592,0.00016126699,0.0132666845}",2018-09-18 09:10:47.012404+00,-87.8917,-88.4796
scene-0445,1a46ca8572d64332914fdce884a84aea,4,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287047912404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000803089937701539E408AE98D6002358B400000000000000000,"{0.9998898,-0.009013188,0.00091173785,0.011760549}",2018-09-18 09:10:47.912404+00,-88.06352,-88.65142
scene-0445,acd78ef2bd7f4fdd95aed789b8256935,5,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287048362404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080265BFEC3EE5F9E40827639B768358B400000000000000000,"{0.9998912,-0.008954313,-0.0007208855,0.011699982}",2018-09-18 09:10:48.362404+00,-88.07214,-88.66004
scene-0458,28d30dd825254e5aa912828c11c70950,1,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289752912404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000802D9748E39F439E40641284F6FF098B400000000000000000,"{-0.6186661,-0.00058697903,0.0041862777,-0.7856426}",2018-09-18 09:55:52.912404+00,14.150398,13.5625
scene-0458,03e956fdcb2e441ba2de73ff9fdf789c,2,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289753412404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080C7945D81F6419E40D8C1859529158B400000000000000000,"{-0.5725494,0.0025337005,-0.0030207364,-0.81986076}",2018-09-18 09:55:53.412404+00,20.730728,20.14283
scene-0458,749e3b64e0bd4ffcbba316e30359f612,3,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289755412404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080792E23D08E2E9E40CB8B86CAB53D8B400000000000000000,"{-0.20554353,0.002065976,-0.0011751682,-0.9786451}",2018-09-18 09:55:55.412404+00,66.86487,66.27698
scene-0214,a28ff98c01a14efbb4f15a92e6988893,1,samples/CAM_FRONT/n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622241112404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008064D0FFA4AD86A1402688B2536A648B400000000000000000,"{0.99989563,-0.012369533,-0.006001217,0.004433044}",2018-07-26 09:24:01.112404+00,-88.91263,-89.50053
scene-0537,1d15327917d941c58ce74af1f0c4f318,1,samples/CAM_FRONT/n008-2018-08-30-15-52-26-0400__CAM_FRONT__1535659294512404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008028CF98AB50937540035D43AE8C1887400000000000000000,"{-0.9169412,-0.007604639,-0.00630358,-0.39890003}",2018-08-30 13:01:34.512404+00,-42.395313,-42.983208
scene-0173,2f9afd4cc4134e9ebb8bf0482b1d1d20,1,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915695912465.jpg,010100008023DBF97E6ABCFA3F39B4C876BE9F9ABFFA7E6ABC7493F83F,"{0.50081235,-0.49682072,0.49634936,-0.50595796}","{{1262.8093,0,786.67847},{0,1262.8093,437.9891},{0,0,1}}",0101000080E2531D899BF39A401263060C90EF8B400000000000000000,"{0.96672976,0.0010254029,0.008303987,-0.2556629}",2018-05-21 08:14:55.912465+00,-119.89959,-119.62957
scene-0393,9b5140ee74324edbbd2ae479ac656b20,1,samples/CAM_FRONT/n008-2018-08-31-11-56-46-0400__CAM_FRONT__1535731267262404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008040BD42A50E6A794060ED0F16EA4B8B400000000000000000,"{-0.864318,-0.012608905,-0.0034330513,-0.5027759}",2018-08-31 09:01:07.262404+00,-29.048548,-29.636446
scene-0393,90f7ea773f064e8eafd896b58915b143,2,samples/CAM_FRONT/n008-2018-08-31-11-56-46-0400__CAM_FRONT__1535731269162404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080E8853AA713E7794083CEE5575AB98B400000000000000000,"{-0.86240596,-0.0137950275,-0.005991543,-0.50599384}",2018-08-31 09:01:09.162404+00,-28.622145,-29.210043
scene-0393,1d8cbc02110247e1bea2b90af4c80f15,3,samples/CAM_FRONT/n008-2018-08-31-11-56-46-0400__CAM_FRONT__1535731270112404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008010FA329006297A40F49382FF83F38B400000000000000000,"{-0.86137986,-0.012381203,-0.0062143696,-0.50777245}",2018-08-31 09:01:10.112404+00,-28.384506,-28.972404
scene-0913,cb71ee0c31324c27aaceaf0e025c7cad,1,samples/CAM_FRONT/n008-2018-09-18-15-12-01-0400__CAM_FRONT__1537298166662404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080DCC3B750843F874062B7CCABC8FE81400000000000000000,"{-0.3448264,-0.0030060525,-0.0036660458,-0.9386545}",2018-09-18 12:16:06.662404+00,50.24615,49.658253
scene-0913,c5b55263231b44d8ae49ef610fd4289a,2,samples/CAM_FRONT/n008-2018-09-18-15-12-01-0400__CAM_FRONT__1537298167162404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080B6ACD5D2CA22874000B1C5BBB11782400000000000000000,"{-0.34650758,0.00060702366,-0.007116467,-0.93802}",2018-09-18 12:16:07.162404+00,50.04061,49.452713
scene-0913,7cf173a1608a4fe493fedf7fcaf4b64a,3,samples/CAM_FRONT/n008-2018-09-18-15-12-01-0400__CAM_FRONT__1537298178162404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080368A26C79C8D844044310559365A84400000000000000000,"{-0.34473053,-0.003523165,-0.006923949,-0.93866956}",2018-09-18 12:16:18.162404+00,50.259384,49.671486
scene-0913,72430573f41c42da9c43394238dbe88c,4,samples/CAM_FRONT/n008-2018-09-18-15-12-01-0400__CAM_FRONT__1537298178662404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080EC447F6DA26F84402BB7D1651A7484400000000000000000,"{-0.345733,-0.0007946217,-0.0047360826,-0.93832064}",2018-09-18 12:16:18.662404+00,50.135456,49.54756
scene-0913,2e858e5668974218bd4e479daf95636c,5,samples/CAM_FRONT/n008-2018-09-18-15-12-01-0400__CAM_FRONT__1537298180662404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080BCCCB60BF4F8834015C34B982DDB84400000000000000000,"{-0.34820864,-0.006552499,-0.0069243214,-0.9373686}",2018-09-18 12:16:20.662404+00,49.83452,49.24662
scene-0913,e0fcb740133a46c1b7e61c29d406b12f,6,samples/CAM_FRONT/n008-2018-09-18-15-12-01-0400__CAM_FRONT__1537298183262404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000809C8EDDC024658340A3AAE384935D85400000000000000000,"{-0.35210577,-0.002495336,-0.0038252096,-0.9359491}",2018-09-18 12:16:23.262404+00,49.356255,48.768356
scene-0913,b1bf92905d62408492277c755490ce7b,7,samples/CAM_FRONT/n008-2018-09-18-15-12-01-0400__CAM_FRONT__1537298183762404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080021CF1714A4A83408FE696C18B7585400000000000000000,"{-0.35504314,-0.0038496628,-0.0025096412,-0.93483865}",2018-09-18 12:16:23.762404+00,48.995766,48.407867
scene-0913,d7a6b49852e84d778af2f6af36223fb4,8,samples/CAM_FRONT/n008-2018-09-18-15-12-01-0400__CAM_FRONT__1537298184162404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000808ADE56701E35834081D70A9EDB8885400000000000000000,"{-0.35819057,-0.0027202081,-0.0035827581,-0.9336377}",2018-09-18 12:16:24.162404+00,48.610264,48.022366
scene-0913,f6e9e8085bc5472fb85c86d826c64060,9,samples/CAM_FRONT/n008-2018-09-18-15-12-01-0400__CAM_FRONT__1537298184612404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000808E8F0649AC1D8340F0CCC026879E85400000000000000000,"{-0.36114386,-0.0017142307,-0.0036600896,-0.9325014}",2018-09-18 12:16:24.612404+00,48.247547,47.659653
scene-0913,b5ffead182f8489c8f99681b22ad2106,10,samples/CAM_FRONT/n008-2018-09-18-15-12-01-0400__CAM_FRONT__1537298185162404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008040433C13380183404401A7640FB985400000000000000000,"{-0.36163926,-0.00078272837,-0.0031860522,-0.9323123}",2018-09-18 12:16:25.162404+00,48.18643,47.598534
scene-0811,0e6f21ff203341b2b8991f0dd3867f43,1,samples/CAM_FRONT/n008-2018-09-18-15-26-58-0400__CAM_FRONT__1537299083412404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080401C5FA1A89F96405871491336FF92400000000000000000,"{0.90289325,0.003190816,-0.0012188095,0.42985132}",2018-09-18 12:31:23.412404+00,-38.49564,-39.083538
scene-0811,43fb39eb1572472d985197e6feaced29,2,samples/CAM_FRONT/n008-2018-09-18-15-26-58-0400__CAM_FRONT__1537299083912404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080221652A1A89F96401A66391336FF92400000000000000000,"{0.90289754,0.0031693345,-0.0012239367,0.42984244}",2018-09-18 12:31:23.912404+00,-38.496765,-39.084663
